"ID","Citation","Title","Year","Number.of.Studies","Screened","Include","Study","Focal.Hypothesis.Description","Design","Code.for.Interaction","Code.for.Main.Effect.vs.Interaction","TMT.theory.or.other","Method.MAPS.or.Other","Treatment.Group.2","Treatment.Group.3","Treatment.Group.4","Treatment.Group.5","Control.Group.DP.or.other","Control.Group.2","Interaction.Variable.1","Interaction.Variable.2","Interaction.Variable.3","Interaction.Variable.4","Dependent.Variable","Dependent.Variable.2","DV.Codes","DV.Types","Delay","Code.for.Delay.Task","Age.M","Entirely.College","Code.and.Location","Code.for.Location","Focal.Analysis.Description","Copy.Paste.Statistical.Result","test.Statistic","Value","df","p.value","Total.N","Statistics.1","Statistic.2","Notes","NumCells","Cell.N"
1215,"Mandel, N., & Smeesters, D. (2008). The sweet escape: Effects of mortality salience on consumption quantities for high- and low-self-esteem consumers. Journal of Consumer Research, 35(2), 309–323. https://doi.org/10.1086/587626","The sweet escape: Effects of mortality salience on consumption quantities for high- and low-self-esteem consumers.","2008",5,"","Y","pilot","An initial pilot study investigated whether MS affected the quantity of food and drink items that individuals wished to purchase, regardless of self-esteem levels","1X2 BS","","main effect (2)","TMT","MAPS","","","","","DP","","","","","","Quantity of food items inidividuals wished to purchase","","2: other food","Desire","PANAS + filler","2","infomation not available","y","1: USA",1,"one-way ANOVA","MS participants selected significantly more total items (M = 30.64 vs. 23.28; F(1, 30) = 7.47, p < .01.","F","7.47","1,30","NA (p<.01)",32,"F(1, 30)=7.47","","",2,16
1223,"Martens, A., & Schmeichel, B. J. (2011). Evidence that thinking about death relates to time-estimation behavior. Death Studies, 35,504-524.","Evidence that thinking about death relates to time-estimation behavior.","2011",3,"","Y","3","We predicted that thinking about death would lead to relatively longer duration estimates of the target time interval.","1X2 BS","","main effect (2)","TMT","MAPS","","","","","Other (social exclusion)","","","","","","time estimation of waiting","","7: other time estimation","Cognition","2 filler questions","2","18.22","y","4: New Zealand",4,"one-tailed t-test","Because our hypothesis was a priori, directional, and consistent with the results from Studies 1 and 2, we tested it with a one-tailed t test. The t test supported the hypothesis, t(45) =1.64, p = .05, Cohen’s d = .48.","t","1.64","45","0.05",44,"t(45)=1.64","","",2,22
1232,"Martens, A., Greenberg, J., Schimel, J., & Landau, M. J. (2004). Ageism and Death: Effects of Mortality Salience and Perceived Similarity to Elders on Reactions to Elderly People. Personality and Social Psychology Bulletin, 30(12), 1524–1536. https://doi.org/10.1177/0146167204271185","Ageism and Death: Effects of Mortality Salience and Perceived Similarity to Elders on Reactions to Elderly People.","2004",3,"","Y","2","We predicted that after MS, the college-age participants would view the average elderly person’s attitudes as especially different from their own and as especially unfavorable.","2WX2BX2BX2B","Target Feature","interaction (2X2wXCXC)","TMT","MAPS","","","","","DP","","target: elderly vs. teen","","","","distancing","","6: other distancing (outgroup elderly)","Behavior","PANAS-X","1","18.65","y","1: USA",1,"2X2X2X2 mixed ANOVA (two-way interaction predicted)","The expected MS-by-target interaction was significant, F(1, 88) = 4.21, p < .05.","F","4.21","1,88","",96,"F(1, 88)=4.21","","",8,12
1233,"Martens, A., Greenberg, J., Schimel, J., & Landau, M. J. (2004). Ageism and Death: Effects of Mortality Salience and Perceived Similarity to Elders on Reactions to Elderly People. Personality and Social Psychology Bulletin, 30(12), 1524–1536. https://doi.org/10.1177/0146167204271185","Ageism and Death: Effects of Mortality Salience and Perceived Similarity to Elders on Reactions to Elderly People.","2004",3,"","Y","3","Thus, following MS, those who perceive similarities between themselves and elderly people should distance from and derogate them the most.","2WX2BX2B","Target Feature","interarction (2X2w)","TMT","MAPS","","","","","OTHER (uncertainty)","","similarity to elderly persons","","","","distancing","","6: other distancing from elderly","Behavior","PANAS-X","1","infomation not available","y","1: USA",1,"2X2 mixed ANOVA","Also, the MS-by-target interaction was marginally significant, F(1, 63) = 3.72, p = .058.","F","3.72","1,63","",65,"F(1, 63)=3.72","","nonsignificant",4,16.25
1234,"Martens, A., Greenberg, J., Schimel, J., Kosloff, S., & Weise, D. R. (2010). Disdain for anxious individuals as a function of mortality salience. European Journal of Social Psychology, 40,1172-1183.","Disdain for anxious individuals as a function of mortality salience.","2010",2,"","Y","1","We predicted that, after MS, participants would respond especially negatively towards the anxious target, but that MS would not elicit this type of negative response to the non-anxious target","2X2 BS","Target Feature","interaction (2X2BS)","TMT","MAPS","","","","","DP","","Anxiety of target","","","","reaction to video","","5: other anxious target","Attitudes and Beliefs","PANAS-X","1","infomation not available","y","1: USA",1,"2X2 ANOVA","We found only a significant interaction, F(1, 51) = 6.04, p < .05. Breaking this interaction down using simple main effects, participants responded more negatively to the anxious liaison after MS (M = 3.38, SD = 1.40) than after the dental pain prime (M = 4.50, SD = 1.08), p < .05.","F","6.04","1,51","<0.05",55,"F(1, 51)=6.04","","",4,13.75
1235,"Martens, A., Greenberg, J., Schimel, J., Kosloff, S., & Weise, D. R. (2010). Disdain for anxious individuals as a function of mortality salience. European Journal of Social Psychology, 40,1172-1183.","Disdain for anxious individuals as a function of mortality salience.","2010",2,"","Y","2","We predicted that only among those participants who felt similar to other university students, would MS increase negative reactions to the anxious university student.","2X2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","OTHER (uncertainty)","","Anxiety of target","","","","rating of narrator","","5: other anxious target","Attitudes and Beliefs","PANAS-X","1","20.77","y","4: New Zealand",4,"Regression","We found only a significant interaction, β-weight = -.22, B-weight = -.59, SE = .26, t = -2.32, p < .05.","t","2.32","106","<0.05",114,"t(106)=2.32","","",4,28.5
1237,"Martin, I. M., & Kamins, M. A. (2010). An application of terror management theory in the design of social and health-related anti-smoking appeals. Journal of Consumer Behaviour, 9(3), 172–190. https://doi.org/10.1002/cb.293","An application of terror management theory in the design of social and health-related anti-smoking appeals.","2010",1,"","Y","1","H1c: A mortality salience message (health effects or social exclusion) interacts with the importance of smoking as a source of self-esteem (SSE) to affect smoking intentions in the short run.","2X3 BS","Tr","interaction (2X2)","TMT","Other (PSA: health effects)","","","","","Other (PSA: social exclusion)","no message","smoking self esteem","","","","likihood of quitting smoking","","6: other quitting smoking","Behavior","PANAS-X","1","information not available","y","1: USA",1,"planned contrast","perception of health risk significantly declined (M = 3.83 vs. 3.12, F1,197 = 20.32, p < .0001). For those exposed to the social exclusion appeal, as self-esteem rose, perceptions of the health risks increased (M = 5.11 vs. 5.66, F1,197 = 29.01, p < .0001) consistent with H3b","F","20.32","1,197","<0.001",198,"F(1, 197)=20.32","F(1, 197)=29.01","",6,33
1238,"Martin, I. M., & Kamins, M. A. (2019). Effectively using death in health messages: Social loss versus physical mortality salience. Journal of Consumer Behaviour. https://doi.org/10.1002/cb.1758","Effectively using death in health messages: Social loss versus physical mortality salience.","2019",2,"","Y","1","Social loss messages (compared with physical mortality messages) result in (a) a greater perceived family inability to cope with the risky behavior, (b) greater acknowledgement of health risk, and (c) greater intent to cease or reduce the risky behavior.","2X1 BS","","main effect (2)","OTHER (social loss)","OTHER (social loss message frames)","","","","","OTHER (physical mortality message frames)","","","","","","behavioral intent","","7: other risky behavior intent","Cognition","PANAS-X","1","21.8","y","1: USA",1,"one-way ANOVA","As predicted in H1c, participants who read the social loss messages as opposed to the physical mortality messages report a greater intent to reduce or cease texting while driving, MSOCIAL= 4.97 (SD = 1.56), MPHYSICAL= 4.38 (SD = 1.49), F(1,134) = 4.99,p= .003.","F","4.99","1,134","",136,"F(1, 134)=4.99","","",2,68
1239,"Martin, I. M., & Kamins, M. A. (2019). Effectively using death in health messages: Social loss versus physical mortality salience. Journal of Consumer Behaviour. https://doi.org/10.1002/cb.1758","Effectively using death in health messages: Social loss versus physical mortality salience.","2019",2,"","Y","2","Affirming on the “family and friends” value is expected to further enhance message effectiveness for the social loss message frame.","2X3 BS","Belief/Attitude","interaction (2X3)","OTHER (social loss)","OTHER (social loss)","","","","","OTHER (physical mortality)","advertisements for soft drink (control)","self‐affirmation: family and friends vs. least important value","","","","perception of family's inability to cope","","5: other worldview family coping ability","Attitudes and Beliefs","PANAS-X","1","38.1","n","1: USA",1,"2X3 ANOVA","These main effects are qualified by a significant two‐way interaction, F(2, 363) = 8.04, p < .001.","F","8.04","2,363","",369,"F(2, 363)=8.04","","",6,61.5
1251,"Maxfield, M., Greenberg, J., Pyszczynski, T., Weise, D. R., Kosloff, S., Soenke, M., … Blatter, J. (2014). Increases in generative concern among older adults following reminders of mortality. The International Journal of Aging & Human Development, 79(1), 1–21. https://doi.org/10.2190/AG.79.1.a","Increases in generative concern among older adults following reminders of mortality.","2014",2,"","Y","1","It was hypothesized that increased concern for future generations, and the symbolic immortality this produces, may be particularly important to older adults when awareness of their mortality is increased.","2X2 BS","Age","interaction (2X2)","TMT","OTHER (word search puzzle with death words)","","","","","OTHER (word search puzzle with negative experience words)","","Age (young vs old)","","","","generative concern","","1: Other Generativity","Affect and Emotion","PANAS","1","varied","n","1: USA",1,"2X2 ANOVA","The predicted MS × age interaction was significant, F(1, 57) = 4.24, p = .04, p = .07.","F","4.24","1,57","0.04",72,"F(1, 57)=4.24","","",4,18
